As Of;Currency;NAV
21/Sept/2018;EUR;208,69
20/Sept/2018;EUR;208,22
19/Sept/2018;EUR;208,28
18/Sept/2018;EUR;208,75
17/Sept/2018;EUR;208,65
14/Sept/2018;EUR;208,22
13/Sept/2018;EUR;208,65
12/Sept/2018;EUR;208,77
11/Sept/2018;EUR;208,63
10/Sept/2018;EUR;208,78
07/Sept/2018;EUR;208,25
06/Sept/2018;EUR;208,57
05/Sept/2018;EUR;208,18
04/Sept/2018;EUR;208,12
03/Sept/2018;EUR;207,63
31/Aug/2018;EUR;207,61
30/Aug/2018;EUR;207,85
29/Aug/2018;EUR;207,67
28/Aug/2018;EUR;207,60
24/Aug/2018;EUR;208,23
23/Aug/2018;EUR;208,27
22/Aug/2018;EUR;208,41
21/Aug/2018;EUR;208,75
20/Aug/2018;EUR;208,37
17/Aug/2018;EUR;207,92
16/Aug/2018;EUR;207,86
15/Aug/2018;EUR;207,80
14/Aug/2018;EUR;208,24
13/Aug/2018;EUR;208,08
10/Aug/2018;EUR;208,86
09/Aug/2018;EUR;208,87
08/Aug/2018;EUR;208,76
07/Aug/2018;EUR;208,69
06/Aug/2018;EUR;208,83
03/Aug/2018;EUR;208,44
02/Aug/2018;EUR;208,25
01/Aug/2018;EUR;208,75
31/Jul/2018;EUR;209,64
30/Jul/2018;EUR;209,17
27/Jul/2018;EUR;209,74
26/Jul/2018;EUR;209,84
25/Jul/2018;EUR;210,05
24/Jul/2018;EUR;209,77
23/Jul/2018;EUR;209,66
20/Jul/2018;EUR;210,07
19/Jul/2018;EUR;210,74
18/Jul/2018;EUR;210,55
17/Jul/2018;EUR;210,90
16/Jul/2018;EUR;210,42
13/Jul/2018;EUR;211,04
12/Jul/2018;EUR;210,65
11/Jul/2018;EUR;210,65
10/Jul/2018;EUR;210,77
09/Jul/2018;EUR;210,82
06/Jul/2018;EUR;210,76
05/Jul/2018;EUR;210,89
04/Jul/2018;EUR;211,09
03/Jul/2018;EUR;211,16
02/Jul/2018;EUR;210,95
30/Jun/2018;EUR;210,54
29/Jun/2018;EUR;210,54
28/Jun/2018;EUR;209,34
27/Jun/2018;EUR;208,91
26/Jun/2018;EUR;208,09
25/Jun/2018;EUR;208,83
22/Jun/2018;EUR;209,44
21/Jun/2018;EUR;209,46
20/Jun/2018;EUR;210,35
19/Jun/2018;EUR;210,32
18/Jun/2018;EUR;210,14
15/Jun/2018;EUR;209,93
14/Jun/2018;EUR;209,04
13/Jun/2018;EUR;208,03
12/Jun/2018;EUR;207,52
11/Jun/2018;EUR;207,47
08/Jun/2018;EUR;206,30
07/Jun/2018;EUR;206,61
06/Jun/2018;EUR;206,76
05/Jun/2018;EUR;208,66
04/Jun/2018;EUR;209,38
01/Jun/2018;EUR;208,63
31/May/2018;EUR;207,93
30/May/2018;EUR;206,15
29/May/2018;EUR;206,08
25/May/2018;EUR;209,47
24/May/2018;EUR;210,07
23/May/2018;EUR;209,40
22/May/2018;EUR;209,54
21/May/2018;EUR;209,20
18/May/2018;EUR;210,11
17/May/2018;EUR;210,39
16/May/2018;EUR;210,64
15/May/2018;EUR;211,43
14/May/2018;EUR;211,62
11/May/2018;EUR;211,94
10/May/2018;EUR;211,73
09/May/2018;EUR;211,71
08/May/2018;EUR;211,46
04/May/2018;EUR;211,78
03/May/2018;EUR;212,20
02/May/2018;EUR;211,76
01/May/2018;EUR;211,75
30/Apr/2018;EUR;211,74
27/Apr/2018;EUR;211,95
26/Apr/2018;EUR;211,76
25/Apr/2018;EUR;211,15
24/Apr/2018;EUR;211,15
23/Apr/2018;EUR;211,08
20/Apr/2018;EUR;211,35
19/Apr/2018;EUR;211,47
18/Apr/2018;EUR;212,04
17/Apr/2018;EUR;211,95
